-0.8829344511  0.1751453876  -0.3470458984 
-0.8788529634  0.1689646840  -0.3417968750 
-0.8747154474  0.1627743840  -0.3366699219 
-0.8704620600  0.1565600634  -0.3316650391 
-0.8660324812  0.1503186822  -0.3267822266 
-0.8613640070  0.1440702677  -0.3221435547 
-0.8564018011  0.1378447413  -0.3178710938 
-0.8510993719  0.1316771507  -0.3139648438 
-0.8454188108  0.1256161332  -0.3103027344 
-0.8393312693  0.1197206974  -0.3071289062 
-0.8328214884  0.1140559316  -0.3043212891 
-0.8258894682  0.1086910963  -0.3021240234 
-0.8185518980  0.1036973596  -0.3002929688 
-0.8108531237  0.0991147757  -0.2989501953 
-0.8028455973  0.0949713588  -0.2980957031 
-0.7945832014  0.0912876725  -0.2977294922 
-0.7861193419  0.0880690217  -0.2977294922 
-0.7775064707  0.0853036046  -0.2982177734 
-0.7687925100  0.0829615593  -0.2989501953 
-0.7600196600  0.0809991956  -0.3000488281 
-0.7512217760  0.0793658495  -0.3013916016 
-0.7424248457  0.0780087113  -0.3031005859 
-0.7336477041  0.0768747330  -0.3050537109 
-0.7249013186  0.0759177208  -0.3071289062 
-0.7161933184  0.0750891566  -0.3094482422 
-0.7075284719  0.0743381381  -0.3120117188 
-0.6989074945  0.0736265182  -0.3146972656 
-0.6903308630  0.0729178190  -0.3175048828 
-0.6817995310  0.0721817613  -0.3204345703 
-0.6733118296  0.0713937283  -0.3234863281 
-0.6648622751  0.0705365539  -0.3266601562 
-0.6564439535  0.0696025491  -0.3298339844 
-0.6480473280  0.0685930848  -0.3331298828 
-0.6396645308  0.0675066710  -0.3363037109 
-0.6312865019  0.0663425326  -0.3395996094 
-0.6229048967  0.0651029944  -0.3427734375 
-0.6145123243  0.0637822151  -0.3458251953 
-0.6061016321  0.0623679757  -0.3488769531 
-0.5976692438  0.0608451366  -0.3518066406 
-0.5892125368  0.0591940284  -0.3546142578 
-0.5807346106  0.0573868155  -0.3572998047 
-0.5722419024  0.0553907752  -0.3596191406 
-0.5637446642  0.0531715751  -0.3619384766 
-0.5552550554  0.0506978035  -0.3638916016 
-0.5467919111  0.0479366183  -0.3654785156 
-0.5383795500  0.0448589325  -0.3668212891 
-0.5300472975  0.0414451361  -0.3677978516 
-0.5218306780  0.0376789570  -0.3682861328 
-0.5137702227  0.0335537791  -0.3684082031 
-0.5059148073  0.0290683508  -0.3680419922 
-0.4983187914  0.0242332816  -0.3670654297 
-0.4910405874  0.0190725923  -0.3654785156 
-0.4841421843  0.0136219859  -0.3632812500 
-0.4776796103  0.0079339147  -0.3604736328 
