-0.6574069262  0.0944692492  -0.3471679688 
-0.6498504877  0.0904886723  -0.3502197266 
-0.6422756910  0.0865288973  -0.3531494141 
-0.6346637011  0.0826116204  -0.3560791016 
-0.6269966364  0.0787537098  -0.3590087891 
-0.6192649603  0.0749604702  -0.3618164062 
-0.6114662886  0.0712224245  -0.3645019531 
-0.6036015749  0.0675229430  -0.3670654297 
-0.5956765413  0.0638390779  -0.3693847656 
-0.5876990557  0.0601447821  -0.3715820312 
-0.5796774626  0.0564174056  -0.3735351562 
-0.5716217756  0.0526326299  -0.3751220703 
-0.5635491610  0.0487607718  -0.3764648438 
-0.5554825068  0.0447723269  -0.3775634766 
-0.5474475622  0.0406428576  -0.3781738281 
-0.5394772291  0.0363493562  -0.3782958984 
-0.5316122770  0.0318702459  -0.3780517578 
-0.5238977671  0.0271920562  -0.3773193359 
-0.5163832903  0.0223070383  -0.3759765625 
-0.5091239214  0.0172122717  -0.3741455078 
-0.5021756887  0.0119165182  -0.3718261719 
-0.4955862761  0.0064438581  -0.3687744141 
-0.4893952608  0.0008269548  -0.3653564453 
-0.4836345911  -0.0048962235  -0.3613281250 
-0.4783257246  -0.0106819868  -0.3568115234 
-0.4734767675  -0.0164826512  -0.3518066406 
-0.4690858126  -0.0222558379  -0.3464355469 
-0.4651383162  -0.0279590487  -0.3405761719 
-0.4616197348  -0.0335572958  -0.3344726562 
-0.4585148096  -0.0390127301  -0.3278808594 
-0.4558035135  -0.0442939997  -0.3210449219 
-0.4534577131  -0.0493751764  -0.3139648438 
-0.4514530897  -0.0542411804  -0.3065185547 
-0.4497624636  -0.0588831306  -0.2989501953 
-0.4483553171  -0.0632976294  -0.2912597656 
-0.4471966028  -0.0674890578  -0.2832031250 
-0.4462531805  -0.0714655817  -0.2751464844 
-0.4454849958  -0.0752395093  -0.2669677734 
-0.4448465109  -0.0788249969  -0.2586669922 
-0.4442881346  -0.0822314322  -0.2503662109 
-0.4437640905  -0.0854677856  -0.2419433594 
-0.4432131052  -0.0885645449  -0.2333984375 
-0.4425724745  -0.0915511847  -0.2248535156 
-0.4417792559  -0.0944557190  -0.2163085938 
-0.4407705069  -0.0973016322  -0.2077636719 
-0.4394866228  -0.1001028717  -0.1992187500 
-0.4378732443  -0.1028650999  -0.1907958984 
-0.4358841181  -0.1055866778  -0.1823730469 
-0.4334717989  -0.1082647741  -0.1740722656 
-0.4305940866  -0.1108877957  -0.1658935547 
-0.4272199869  -0.1134288609  -0.1579589844 
