-1.3745642900  0.3314796090  -0.8596191406 
-1.3663998842  0.3294001818  -0.8629150391 
-1.3582299948  0.3272913098  -0.8662109375 
-1.3500519991  0.3251171708  -0.8693847656 
-1.3418685198  0.3228416443  -0.8725585938 
-1.3336840868  0.3204323649  -0.8756103516 
-1.3255027533  0.3178628087  -0.8785400391 
-1.3173295259  0.3151015043  -0.8812255859 
-1.3091710806  0.3121219277  -0.8837890625 
-1.3010379076  0.3088952899  -0.8861083984 
-1.2929447889  0.3053971529  -0.8881835938 
-1.2849084139  0.3016130924  -0.8898925781 
-1.2769500017  0.2975326180  -0.8913574219 
-1.2690907717  0.2931543589  -0.8923339844 
-1.2613574266  0.2884834409  -0.8929443359 
-1.2537764311  0.2835336924  -0.8931884766 
-1.2463718653  0.2783311009  -0.8928222656 
-1.2391647100  0.2729097009  -0.8919677734 
-1.2321728468  0.2673079371  -0.8907470703 
-1.2254108191  0.2615655065  -0.8889160156 
-1.2188862562  0.2557224035  -0.8865966797 
-1.2126008272  0.2498177886  -0.8837890625 
-1.2065497637  0.2438892126  -0.8806152344 
-1.2007137537  0.2379795313  -0.8770751953 
-1.1950660944  0.2321283221  -0.8730468750 
-1.1895679235  0.2263779044  -0.8687744141 
-1.1841763258  0.2207705379  -0.8641357422 
-1.1788486242  0.2153448462  -0.8591308594 
-1.1735492945  0.2101350427  -0.8540039062 
-1.1682513952  0.2051698565  -0.8486328125 
-1.1629303694  0.2004786134  -0.8430175781 
-1.1575654745  0.1960919499  -0.8371582031 
-1.1521347761  0.1920454502  -0.8311767578 
-1.1466177702  0.1883714795  -0.8249511719 
-1.1409984827  0.1851009727  -0.8186035156 
-1.1352623701  0.1822620630  -0.8122558594 
-1.1294072866  0.1798791885  -0.8057861328 
-1.1234427691  0.1779676676  -0.7991943359 
-1.1173847914  0.1765385270  -0.7926025391 
-1.1112502813  0.1756015420  -0.7860107422 
-1.1050611734  0.1751673222  -0.7794189453 
-1.0988410711  0.1752368808  -0.7728271484 
-1.0926123857  0.1758012176  -0.7663574219 
-1.0863865614  0.1768411398  -0.7598876953 
-1.0801726580  0.1783395410  -0.7534179688 
-1.0739766359  0.1802750826  -0.7470703125 
-1.0678039789  0.1826241016  -0.7409667969 
-1.0616561174  0.1853578091  -0.7348632812 
-1.0555332899  0.1884511709  -0.7288818359 
-1.0494328737  0.1918781996  -0.7231445312 
-1.0433477163  0.1956067681  -0.7176513672 
-1.0372675657  0.1996038556  -0.7122802734 
-1.0311797857  0.2038354278  -0.7070312500 
-1.0250715017  0.2082713842  -0.7020263672 
-1.0189267397  0.2128782272  -0.6972656250 
-1.0127302408  0.2176219821  -0.6926269531 
-1.0064665079  0.2224691510  -0.6882324219 
-1.0001236200  0.2273880243  -0.6840820312 
-0.9936927557  0.2323493361  -0.6800537109 
-0.9871636629  0.2373230457  -0.6762695312 
-0.9805268049  0.2422785759  -0.6726074219 
-0.9737757444  0.2471865416  -0.6690673828 
-0.9669064283  0.2520225048  -0.6656494141 
-0.9599128962  0.2567623258  -0.6624755859 
-0.9527894258  0.2613834143  -0.6593017578 
-0.9455350637  0.2658669949  -0.6562500000 
-0.9381488562  0.2701931000  -0.6533203125 
