-0.8550392389  0.0870910287  -0.3194580078 
-0.8461550474  0.0877623558  -0.3178710938 
-0.8372668028  0.0884119272  -0.3162841797 
-0.8283702135  0.0890166759  -0.3146972656 
-0.8194600344  0.0895625353  -0.3132324219 
-0.8105300665  0.0900367498  -0.3117675781 
-0.8015757799  0.0904251337  -0.3104248047 
-0.7925950289  0.0907240510  -0.3093261719 
-0.7835885286  0.0909327865  -0.3084716797 
-0.7745591402  0.0910493731  -0.3077392578 
-0.7655118704  0.0910705924  -0.3073730469 
-0.7564574480  0.0909930468  -0.3073730469 
-0.7474087477  0.0908124447  -0.3076171875 
-0.7383819818  0.0905234218  -0.3082275391 
-0.7293952703  0.0901209116  -0.3093261719 
-0.7204676867  0.0895997882  -0.3107910156 
-0.7116175890  0.0889555812  -0.3125000000 
-0.7028590441  0.0881894827  -0.3146972656 
-0.6942011118  0.0873072743  -0.3172607422 
-0.6856471300  0.0863233805  -0.3200683594 
-0.6771920919  0.0852594376  -0.3231201172 
-0.6688224077  0.0841410756  -0.3262939453 
-0.6605199575  0.0829879642  -0.3298339844 
-0.6522713900  0.0818026662  -0.3333740234 
-0.6440626383  0.0805822611  -0.3369140625 
-0.6358844042  0.0793078542  -0.3405761719 
-0.6277297735  0.0779478550  -0.3443603516 
-0.6195923090  0.0764637589  -0.3480224609 
-0.6114624739  0.0748160481  -0.3515625000 
-0.6033369303  0.0729649663  -0.3552246094 
-0.5952135324  0.0708781481  -0.3585205078 
-0.5870915651  0.0685333014  -0.3618164062 
-0.5789755583  0.0659110546  -0.3648681641 
-0.5708709955  0.0629962683  -0.3676757812 
-0.5627862215  0.0597843528  -0.3701171875 
-0.5547302961  0.0562744141  -0.3723144531 
-0.5467165709  0.0524665713  -0.3741455078 
-0.5387617350  0.0483675003  -0.3756103516 
-0.5308877230  0.0439884663  -0.3764648438 
-0.5231202841  0.0393503904  -0.3768310547 
-0.5154887438  0.0344788432  -0.3767089844 
-0.5080262423  0.0293992162  -0.3759765625 
-0.5007630587  0.0241413116  -0.3747558594 
-0.4937292337  0.0187357664  -0.3729248047 
-0.4869517088  0.0132153034  -0.3704833984 
-0.4804552794  0.0076106787  -0.3676757812 
-0.4742597342  0.0019499063  -0.3642578125 
-0.4683860540  -0.0037443638  -0.3603515625 
-0.4628578424  -0.0094528198  -0.3560791016 
-0.4576977491  -0.0151529312  -0.3511962891 
